id,name,description,latitude,longitude,created_at,opening_hours
128,DAIRY FARM NATURE PARK,A park in Singapore: DAIRY FARM NATURE PARK,1.3626384775863845,103.77355529295431,2025-10-02 09:08:56.805071+00,
129,SUNGEI BULOH WETLAND RESERVE,A park in Singapore: SUNGEI BULOH WETLAND RESERVE,1.4447381191632054,103.72452299950963,2025-10-02 09:08:56.805071+00,
130,KRANJI COASTAL NATURE PARK,A park in Singapore: KRANJI COASTAL NATURE PARK,1.443494442808356,103.73491029435843,2025-10-02 09:08:56.805071+00,
131,KRANJI RESERVOIR PARK B,A park in Singapore: KRANJI RESERVOIR PARK B,1.439647254559817,103.73782912907258,2025-10-02 09:08:56.805071+00,
132,KRANJI MARSHES,A park in Singapore: KRANJI MARSHES,1.4191552027465542,103.73022739619705,2025-10-02 09:08:56.805071+00,
133,SUNGEI BULOH SOUTHERN EXTENSION,A park in Singapore: SUNGEI BULOH SOUTHERN EXTENSION,1.4362850593518035,103.71979436257163,2025-10-02 09:08:56.805071+00,
134,KRANJI RESERVOIR PARK A,A park in Singapore: KRANJI RESERVOIR PARK A,1.4382098785134965,103.74293952628184,2025-10-02 09:08:56.805071+00,
135,BERLAYER CREEK,A park in Singapore: BERLAYER CREEK,1.2677204017234178,103.80514529311107,2025-10-02 09:08:56.805071+00,
136,PULAU UBIN AND CHEK JAWA,A park in Singapore: PULAU UBIN AND CHEK JAWA,1.4137521320857342,103.96541181276811,2025-10-02 09:08:56.805071+00,
137,RAILWAY CORRIDOR RIFLE RANGE CONNECTOR,A park in Singapore: RAILWAY CORRIDOR RIFLE RANGE CONNECTOR,1.3413819155173663,103.77932119660633,2025-10-02 09:08:56.805071+00,
138,HINDHEDE NATURE PARK,A park in Singapore: HINDHEDE NATURE PARK,1.350243689746012,103.77603671278706,2025-10-02 09:08:56.805071+00,
139,RAIL CORRIDOR,A park in Singapore: RAIL CORRIDOR,1.4034046970832672,103.7535615435598,2025-10-02 09:08:56.805071+00,
140,BUKIT CHERMIN BOARDWALK,A park in Singapore: BUKIT CHERMIN BOARDWALK,1.2652889536400571,103.80741828570511,2025-10-02 09:08:56.805071+00,
141,MACRITCHIE RESERVOIR PK,A park in Singapore: MACRITCHIE RESERVOIR PK,1.343450909087146,103.83628135800585,2025-10-02 09:08:56.805071+00,
142,KALLANG LINEAR PARK,A park in Singapore: KALLANG LINEAR PARK,1.350448945955822,103.855695269338,2025-10-02 09:08:56.805071+00,
143,OLD UPPER ALJUNIED ROAD,A park in Singapore: OLD UPPER ALJUNIED ROAD,1.338695399595206,103.87522010900422,2025-10-02 09:08:56.805071+00,
144,ARMENIAN STREET (FCP),A park in Singapore: ARMENIAN STREET (FCP),1.294482568247657,103.8495024035567,2025-10-02 09:08:56.805071+00,
145,CONNAUGHT DRIVE,A park in Singapore: CONNAUGHT DRIVE,1.2898550095739831,103.85327993307943,2025-10-02 09:08:56.805071+00,
146,CANNING RISE (FCP),A park in Singapore: CANNING RISE (FCP),1.2964151858156534,103.84788253737088,2025-10-02 09:08:56.805071+00,
147,CAMP ROAD INTERIM PARK,A park in Singapore: CAMP ROAD INTERIM PARK,1.3024565695099892,103.81847352134145,2025-10-02 09:08:56.805071+00,
148,CHANGI WEST BOARDWALK (CHANGI BC),A park in Singapore: CHANGI WEST BOARDWALK (CHANGI BC),1.390214721802019,103.9759334480344,2025-10-02 09:08:56.805071+00,
149,CHANGI PT FERRY TERMINAL,A park in Singapore: CHANGI PT FERRY TERMINAL,1.3912069094980077,103.98731252320438,2025-10-02 09:08:56.805071+00,
150,TANAH MERAH PG,A park in Singapore: TANAH MERAH PG,1.3290293360905583,103.94687554887881,2025-10-02 09:08:56.805071+00,
151,MARIAM WALK PG,A park in Singapore: MARIAM WALK PG,1.3595473597296697,103.96854744421532,2025-10-02 09:08:56.805071+00,
152,LOYANG VIEW PG,A park in Singapore: LOYANG VIEW PG,1.3630395003067224,103.96563729241967,2025-10-02 09:08:56.805071+00,
153,JLN LIMAU MANIS PG,A park in Singapore: JLN LIMAU MANIS PG,1.324734002766244,103.94904499138299,2025-10-02 09:08:56.805071+00,
154,JLN ANGIN LAUT PG,A park in Singapore: JLN ANGIN LAUT PG,1.3371839888180481,103.95622497877842,2025-10-02 09:08:56.805071+00,
155,MERA TERRACE PG,A park in Singapore: MERA TERRACE PG,1.347404439021593,103.96350603982197,2025-10-02 09:08:56.805071+00,
156,EASTWOOD PK PG,A park in Singapore: EASTWOOD PK PG,1.323160024115253,103.95756375074507,2025-10-02 09:08:56.805071+00,
157,JLN CHEMPAKA KUNING PG,A park in Singapore: JLN CHEMPAKA KUNING PG,1.3297574948727167,103.95016432778705,2025-10-02 09:08:56.805071+00,
158,JLN PARI BURONG PG,A park in Singapore: JLN PARI BURONG PG,1.3338302667621265,103.94696150148619,2025-10-02 09:08:56.805071+00,
159,JLN PARI DEDAP PG,A park in Singapore: JLN PARI DEDAP PG,1.3330205537387907,103.9438804788435,2025-10-02 09:08:56.805071+00,
160,JLN PELATOK PG,A park in Singapore: JLN PELATOK PG,1.3461443277769334,103.9603400330171,2025-10-02 09:08:56.805071+00,
161,MERAGI RD PG,A park in Singapore: MERAGI RD PG,1.3443834054676365,103.96028263817686,2025-10-02 09:08:56.805071+00,
162,SUNBIRD CIRCLE PG,A park in Singapore: SUNBIRD CIRCLE PG,1.3390909036288612,103.95824012802514,2025-10-02 09:08:56.805071+00,
163,PESARI WALK PG,A park in Singapore: PESARI WALK PG,1.32442963788354,103.9539785936791,2025-10-02 09:08:56.805071+00,
164,BEDOK RIA CRESCENT PG,A park in Singapore: BEDOK RIA CRESCENT PG,1.3274173484689635,103.95308237796718,2025-10-02 09:08:56.805071+00,
165,HARVEY CRESCENT PG,A park in Singapore: HARVEY CRESCENT PG,1.340659028078158,103.95519192385743,2025-10-02 09:08:56.805071+00,
166,MARIAM WAY PG,A park in Singapore: MARIAM WAY PG,1.3619451550131056,103.96623348811329,2025-10-02 09:08:56.805071+00,
167,BEDOK TERRACE PG,A park in Singapore: BEDOK TERRACE PG,1.3255436014309503,103.94750561924357,2025-10-02 09:08:56.805071+00,
168,KEW DR PG,A park in Singapore: KEW DR PG,1.3207095314104476,103.95175430405384,2025-10-02 09:08:56.805071+00,
169,LIMAU GARDEN PG,A park in Singapore: LIMAU GARDEN PG,1.3224821249750645,103.95069132925602,2025-10-02 09:08:56.805071+00,
170,LUCKY GARDENS PG,A park in Singapore: LUCKY GARDENS PG,1.3192870715386174,103.94137612219359,2025-10-02 09:08:56.805071+00,
171,SENNETT AVE PG,A park in Singapore: SENNETT AVE PG,1.3169670574437697,103.93628016907121,2025-10-02 09:08:56.805071+00,
172,JLN LIMAU KASTURI PG,A park in Singapore: JLN LIMAU KASTURI PG,1.3239737649827956,103.94638906084539,2025-10-02 09:08:56.805071+00,
173,KEW AVE PG,A park in Singapore: KEW AVE PG,1.3216265387648582,103.94845050181046,2025-10-02 09:08:56.805071+00,
174,KEW CRESCENT PG,A park in Singapore: KEW CRESCENT PG,1.3191875527603303,103.94858574719049,2025-10-02 09:08:56.805071+00,
175,LIMAU VILLAS PG,A park in Singapore: LIMAU VILLAS PG,1.323872450926419,103.95051409597892,2025-10-02 09:08:56.805071+00,
176,CHANGI HEIGHTS PG,A park in Singapore: CHANGI HEIGHTS PG,1.3628436477636612,103.97220437477233,2025-10-02 09:08:56.805071+00,
177,TURNHOUSE PK,A park in Singapore: TURNHOUSE PK,1.3899035701307045,103.97897923032566,2025-10-02 09:08:56.805071+00,
178,SENNETT AVE OS,A park in Singapore: SENNETT AVE OS,1.3187872216619958,103.93933426138598,2025-10-02 09:08:56.805071+00,
179,JLN LIMAU KASTURI OS,A park in Singapore: JLN LIMAU KASTURI OS,1.3244942567211289,103.94622771976445,2025-10-02 09:08:56.805071+00,
180,JLN PELATOK OS,A park in Singapore: JLN PELATOK OS,1.3461745741609257,103.96085682394701,2025-10-02 09:08:56.805071+00,
181,CHANGI EAST BOARDWALK (CHANGI FERRY TER),A park in Singapore: CHANGI EAST BOARDWALK (CHANGI FERRY TER),1.3922188152832382,103.98418177001933,2025-10-02 09:08:56.805071+00,
182,CHANGI POINT PROMENADE,A park in Singapore: CHANGI POINT PROMENADE,1.390205184340595,103.98911988020669,2025-10-02 09:08:56.805071+00,
183,CHANGI POINT WATERFRONT PK,A park in Singapore: CHANGI POINT WATERFRONT PK,1.390432538379985,103.98826627962663,2025-10-02 09:08:56.805071+00,
184,EAST COAST PARK AREA A,A park in Singapore: EAST COAST PARK AREA A,1.2940495430765617,103.8695862425583,2025-10-02 09:08:56.805071+00,
185,EAST COAST PARK AREA B,A park in Singapore: EAST COAST PARK AREA B,1.2964678008886765,103.9001313600413,2025-10-02 09:08:56.805071+00,
186,EAST COAST PARK AREA C,A park in Singapore: EAST COAST PARK AREA C,1.3003516412785827,103.9124608129566,2025-10-02 09:08:56.805071+00,
187,EAST COAST PARK AREA D,A park in Singapore: EAST COAST PARK AREA D,1.3042740200267717,103.92522216230093,2025-10-02 09:08:56.805071+00,
188,EAST COAST PARK AREA E,A park in Singapore: EAST COAST PARK AREA E,1.3070449786398985,103.93262756176311,2025-10-02 09:08:56.805071+00,
189,EAST COAST PARK AREA F,A park in Singapore: EAST COAST PARK AREA F,1.3094728613979874,103.93960025910638,2025-10-02 09:08:56.805071+00,
190,EAST COAST PARK AREA G,A park in Singapore: EAST COAST PARK AREA G,1.3136017962337767,103.95838226458031,2025-10-02 09:08:56.805071+00,
191,EAST COAST PARK AREA H,A park in Singapore: EAST COAST PARK AREA H,1.3156703807949146,103.96739962650977,2025-10-02 09:08:56.805071+00,
192,BEDOK TOWN PK,A park in Singapore: BEDOK TOWN PK,1.3349549871052688,103.92387217567484,2025-10-02 09:08:56.805071+00,
193,BEDOK RESERVOIR PK,A park in Singapore: BEDOK RESERVOIR PK,1.3459933259139159,103.92681170207061,2025-10-02 09:08:56.805071+00,
194,YARROW PARK,A park in Singapore: YARROW PARK,1.3154230233745818,103.92150194857041,2025-10-02 09:08:56.805071+00,
195,SIGLAP LINEAR PK (UPP EC RD-M PARADE),A park in Singapore: SIGLAP LINEAR PK (UPP EC RD-M PARADE),1.3112841044746675,103.92840651937104,2025-10-02 09:08:56.805071+00,
196,TANJONG KATONG RD SOUTH PG,A park in Singapore: TANJONG KATONG RD SOUTH PG,1.3001741105275457,103.89732193154623,2025-10-02 09:08:56.805071+00,
197,JLN BULOH PERINDU PG,A park in Singapore: JLN BULOH PERINDU PG,1.308482597500017,103.9193844827303,2025-10-02 09:08:56.805071+00,
198,MEYER RD PG,A park in Singapore: MEYER RD PG,1.298568516607628,103.89419707868944,2025-10-02 09:08:56.805071+00,
199,EAST COAST TERRACE PK,A park in Singapore: EAST COAST TERRACE PK,1.310960090654787,103.92380556094116,2025-10-02 09:08:56.805071+00,
200,TELOK KURAU PK,A park in Singapore: TELOK KURAU PK,1.315364761626945,103.91428584740629,2025-10-02 09:08:56.805071+00,
201,ELITE TERRACE PK,A park in Singapore: ELITE TERRACE PK,1.3155988452075453,103.92430631411794,2025-10-02 09:08:56.805071+00,
202,SIGLAP LINEAR PK (JLN B'WAN-UPP EC RD),A park in Singapore: SIGLAP LINEAR PK (JLN B'WAN-UPP EC RD),1.3143798428279883,103.92740863602118,2025-10-02 09:08:56.805071+00,
203,GEYLANG EAST PK,A park in Singapore: GEYLANG EAST PK,1.3217717845216927,103.88765907111089,2025-10-02 09:08:56.805071+00,
204,GREENFIELD DR PG,A park in Singapore: GREENFIELD DR PG,1.313035476842194,103.91765634990739,2025-10-02 09:08:56.805071+00,
205,BANGSAWAN PK,A park in Singapore: BANGSAWAN PK,1.3212075676318946,103.92383794558941,2025-10-02 09:08:56.805071+00,
206,AIDA PK,A park in Singapore: AIDA PK,1.319379621733533,103.92792692780097,2025-10-02 09:08:56.805071+00,
207,JLN SENANG PG,A park in Singapore: JLN SENANG PG,1.3290153443376747,103.91556908211406,2025-10-02 09:08:56.805071+00,
208,OPERA ESTATE FOOTBALL FIELD,A park in Singapore: OPERA ESTATE FOOTBALL FIELD,1.3201011447755768,103.92445612755219,2025-10-02 09:08:56.805071+00,
209,CARPMAEL PARK,A park in Singapore: CARPMAEL PARK,1.3115022361545772,103.89895133769063,2025-10-02 09:08:56.805071+00,
210,TAMAN KEMBANGAN PG,A park in Singapore: TAMAN KEMBANGAN PG,1.325003304751308,103.91440219019876,2025-10-02 09:08:56.805071+00,
211,WARINGIN PK PG,A park in Singapore: WARINGIN PK PG,1.3230230142980837,103.91917852870084,2025-10-02 09:08:56.805071+00,
212,ARTHUR PK,A park in Singapore: ARTHUR PK,1.30388822881068,103.88821400899496,2025-10-02 09:08:56.805071+00,
213,LORONG 40 GEYLANG PG,A park in Singapore: LORONG 40 GEYLANG PG,1.313633000793319,103.88936940225831,2025-10-02 09:08:56.805071+00,
214,GUILLEMARD RD OS,A park in Singapore: GUILLEMARD RD OS,1.3145512726897666,103.89239730438597,2025-10-02 09:08:56.805071+00,
215,INTERIM PK AT TERANG BULAN AVE,A park in Singapore: INTERIM PK AT TERANG BULAN AVE,1.3216332972410234,103.9215767962677,2025-10-02 09:08:56.805071+00,
216,MT BATTEN RD/OLD AIRPORT RD OS,A park in Singapore: MT BATTEN RD/OLD AIRPORT RD OS,1.30574055045791,103.88330755751575,2025-10-02 09:08:56.805071+00,
217,KATONG PK,A park in Singapore: KATONG PK,1.2971665037074374,103.88634784301111,2025-10-02 09:08:56.805071+00,
218,MARINE PARADE RD PK,A park in Singapore: MARINE PARADE RD PK,1.3048983342903429,103.90802872780476,2025-10-02 09:08:56.805071+00,
219,WILKINSON INTERIM PK,A park in Singapore: WILKINSON INTERIM PK,1.3016518077516772,103.88731326519634,2025-10-02 09:08:56.805071+00,
220,HAIG WALK (GEYLANG RD-DUNMAN RD),A park in Singapore: HAIG WALK (GEYLANG RD-DUNMAN RD),1.306519322047545,103.90074024162854,2025-10-02 09:08:56.805071+00,
221,JOO CHIAT TERRACE PK,A park in Singapore: JOO CHIAT TERRACE PK,1.3144083767581638,103.90169892988682,2025-10-02 09:08:56.805071+00,
222,LORONG SARINA INTERIM PK,A park in Singapore: LORONG SARINA INTERIM PK,1.320143721936378,103.90608246484213,2025-10-02 09:08:56.805071+00,
223,JLN ISMAIL PK,A park in Singapore: JLN ISMAIL PK,1.323199026136176,103.9058590154343,2025-10-02 09:08:56.805071+00,
224,PASIR RIS PK,A park in Singapore: PASIR RIS PK,1.378684204466107,103.95217308419335,2025-10-02 09:08:56.805071+00,
225,PASIR RIS TOWN PK,A park in Singapore: PASIR RIS TOWN PK,1.3716892154609006,103.95240633384716,2025-10-02 09:08:56.805071+00,
226,SUN PLAZA PK,A park in Singapore: SUN PLAZA PK,1.358555426020648,103.94344045133047,2025-10-02 09:08:56.805071+00,
227,SG API API PK,A park in Singapore: SG API API PK,1.378883969790186,103.94600303665655,2025-10-02 09:08:56.805071+00,
228,ELIAS TERRACE PG,A park in Singapore: ELIAS TERRACE PG,1.3722284299777547,103.94108425200558,2025-10-02 09:08:56.805071+00,
229,HORTPARK,A park in Singapore: HORTPARK,1.2790779706631137,103.79805321601928,2025-10-02 09:08:56.805071+00,
230,PASIR PANJANG NURSERY,A park in Singapore: PASIR PANJANG NURSERY,1.281589774272301,103.79387132126212,2025-10-02 09:08:56.805071+00,
231,NATIVE PLANT CENTRE,A park in Singapore: NATIVE PLANT CENTRE,1.4172750323139833,103.72747774076977,2025-10-02 09:08:56.805071+00,
232,PEK KIO PARK,A park in Singapore: PEK KIO PARK,1.3160787636454023,103.84921504660437,2025-10-02 09:08:56.805071+00,
233,ANG MO KIO TOWN GARDEN EAST,A park in Singapore: ANG MO KIO TOWN GARDEN EAST,1.3705710218874325,103.85028589165374,2025-10-02 09:08:56.805071+00,
234,ANG MO KIO TOWN GARDEN WEST,A park in Singapore: ANG MO KIO TOWN GARDEN WEST,1.3745094714262072,103.8427395942111,2025-10-02 09:08:56.805071+00,
235,BISHAN-ANG MO KIO PARK (POND GARDENS),A park in Singapore: BISHAN-ANG MO KIO PARK (POND GARDENS),1.365206898591455,103.83640855422084,2025-10-02 09:08:56.805071+00,
236,BISHAN-ANG MO KIO PARK (RIVER PLAINS),A park in Singapore: BISHAN-ANG MO KIO PARK (RIVER PLAINS),1.3605206612391523,103.84886679994811,2025-10-02 09:08:56.805071+00,
237,CHUAN GREEN PG,A park in Singapore: CHUAN GREEN PG,1.3604796821887382,103.86600839566016,2025-10-02 09:08:56.805071+00,
238,ST. NICHOLAS VIEW PLAYGROUND,A park in Singapore: ST. NICHOLAS VIEW PLAYGROUND,1.3716264409438859,103.83278502528951,2025-10-02 09:08:56.805071+00,
239,ELLINGTON SQUARE PLAYGROUND,A park in Singapore: ELLINGTON SQUARE PLAYGROUND,1.372002308967111,103.83453036042759,2025-10-02 09:08:56.805071+00,
240,GELENGGANG PARK,A park in Singapore: GELENGGANG PARK,1.3734758941034848,103.82983449183553,2025-10-02 09:08:56.805071+00,
241,LEBAN PARK,A park in Singapore: LEBAN PARK,1.3724595958171455,103.82929233400442,2025-10-02 09:08:56.805071+00,
242,MAYFLOWER CRESCENT PG,A park in Singapore: MAYFLOWER CRESCENT PG,1.3727323067423005,103.83952885224147,2025-10-02 09:08:56.805071+00,
243,SERENADE WALK PG,A park in Singapore: SERENADE WALK PG,1.3799210099648818,103.83455966687733,2025-10-02 09:08:56.805071+00,
244,SHANGRI-LA PLAYGROUND,A park in Singapore: SHANGRI-LA PLAYGROUND,1.3710206044793614,103.83239200313676,2025-10-02 09:08:56.805071+00,
245,SUNRISE CLOSE PG,A park in Singapore: SUNRISE CLOSE PG,1.3870117216117048,103.85750994675662,2025-10-02 09:08:56.805071+00,
246,SUNRISE DR PG I,A park in Singapore: SUNRISE DR PG I,1.3883057124857408,103.85736958326423,2025-10-02 09:08:56.805071+00,
247,SUNRISE PLACE PG,A park in Singapore: SUNRISE PLACE PG,1.3869426039108539,103.85660014074122,2025-10-02 09:08:56.805071+00,
248,SUNRISE WAY PG,A park in Singapore: SUNRISE WAY PG,1.3876742987723807,103.85668008439829,2025-10-02 09:08:56.805071+00,
249,TEACHER`S ESTATE PG,A park in Singapore: TEACHER`S ESTATE PG,1.3819922656658334,103.82919950234891,2025-10-02 09:08:56.805071+00,
250,THOMSON GREEN PG,A park in Singapore: THOMSON GREEN PG,1.3786921826899312,103.83262325345856,2025-10-02 09:08:56.805071+00,
251,THOMSON WALK PG,A park in Singapore: THOMSON WALK PG,1.3760005695093724,103.83248564324285,2025-10-02 09:08:56.805071+00,
252,YIO CHU KANG GARDENS PG,A park in Singapore: YIO CHU KANG GARDENS PG,1.3806810614421143,103.83748739794767,2025-10-02 09:08:56.805071+00,
253,SUNRISE TERRACE OS,A park in Singapore: SUNRISE TERRACE OS,1.3882473907685913,103.85611706221468,2025-10-02 09:08:56.805071+00,
254,CACTUS RD PG,A park in Singapore: CACTUS RD PG,1.3901090514350167,103.8522364751832,2025-10-02 09:08:56.805071+00,
255,SUNRISE DR PG II,A park in Singapore: SUNRISE DR PG II,1.3903014178121826,103.85525165964455,2025-10-02 09:08:56.805071+00,
256,CHARTWELL DR PK,A park in Singapore: CHARTWELL DR PK,1.359630704066999,103.86387162020543,2025-10-02 09:08:56.805071+00,
257,GARDEN VIEW PG,A park in Singapore: GARDEN VIEW PG,1.360424882312599,103.8656694375827,2025-10-02 09:08:56.805071+00,
258,JLN RIANG PG,A park in Singapore: JLN RIANG PG,1.347142606318519,103.86739535755741,2025-10-02 09:08:56.805071+00,
259,MEI HWAN CRESCENT PG,A park in Singapore: MEI HWAN CRESCENT PG,1.3527669553311927,103.8617432585592,2025-10-02 09:08:56.805071+00,
260,MEI HWAN DR PG,A park in Singapore: MEI HWAN DR PG,1.3533500946535582,103.86347279914047,2025-10-02 09:08:56.805071+00,
261,TAI HWAN TERRACE PG,A park in Singapore: TAI HWAN TERRACE PG,1.356445511239319,103.8603394027534,2025-10-02 09:08:56.805071+00,
262,TAVISTOCK AVE PK,A park in Singapore: TAVISTOCK AVE PK,1.3702072455001193,103.86535828554187,2025-10-02 09:08:56.805071+00,
263,CHUAN WALK PG,A park in Singapore: CHUAN WALK PG,1.3572217609344281,103.86755286023556,2025-10-02 09:08:56.805071+00,
264,COLCHESTER GROVE OS,A park in Singapore: COLCHESTER GROVE OS,1.35758477322631,103.86745449486286,2025-10-02 09:08:56.805071+00,
265,BINCHANG RISE PG,A park in Singapore: BINCHANG RISE PG,1.3486736465484725,103.84354841240868,2025-10-02 09:08:56.805071+00,
266,THOMSON PK,A park in Singapore: THOMSON PK,1.354291095873925,103.83436394111058,2025-10-02 09:08:56.805071+00,
267,CLOVER WAY PG,A park in Singapore: CLOVER WAY PG,1.35017711807616,103.84602143139854,2025-10-02 09:08:56.805071+00,
268,FULTON AVE PG,A park in Singapore: FULTON AVE PG,1.3621074576917207,103.83352102521286,2025-10-02 09:08:56.805071+00,
269,ISLAND GDNS WALK PG,A park in Singapore: ISLAND GDNS WALK PG,1.3619988729063952,103.82843911048238,2025-10-02 09:08:56.805071+00,
270,JLN PINTAU PG,A park in Singapore: JLN PINTAU PG,1.3539456694819354,103.83997321893165,2025-10-02 09:08:56.805071+00,
271,JUPITER PLAYGROUND,A park in Singapore: JUPITER PLAYGROUND,1.3582711671757906,103.8251367708756,2025-10-02 09:08:56.805071+00,
272,PEMIMPIN PLACE PG,A park in Singapore: PEMIMPIN PLACE PG,1.353369937451072,103.8427195604123,2025-10-02 09:08:56.805071+00,
273,SOO CHOW WALK PG,A park in Singapore: SOO CHOW WALK PG,1.3536471358303632,103.83202835279195,2025-10-02 09:08:56.805071+00,
274,CLOVER CRESCENT PG,A park in Singapore: CLOVER CRESCENT PG,1.351048150254165,103.84457614791424,2025-10-02 09:08:56.805071+00,
275,THE INGLEWOOD PG,A park in Singapore: THE INGLEWOOD PG,1.3610744597440587,103.8300516835762,2025-10-02 09:08:56.805071+00,
276,CARMICHAEL RD PG,A park in Singapore: CARMICHAEL RD PG,1.3426814392416841,103.86300718141766,2025-10-02 09:08:56.805071+00,
277,TAMAN PERMATA PK,A park in Singapore: TAMAN PERMATA PK,1.3500656010895002,103.83498979568337,2025-10-02 09:08:56.805071+00,
278,CHUAN LANE PARK,A park in Singapore: CHUAN LANE PARK,1.3517560673798326,103.85808296065588,2025-10-02 09:08:56.805071+00,
279,PUNGGOL PK,A park in Singapore: PUNGGOL PK,1.376937578338443,103.89864411031115,2025-10-02 09:08:56.805071+00,
280,CONEY ISLAND PARK,A park in Singapore: CONEY ISLAND PARK,1.4094585525108143,103.92150970647593,2025-10-02 09:08:56.805071+00,
281,ALJUNIED PK,A park in Singapore: ALJUNIED PK,1.3291384360598753,103.87996253232025,2025-10-02 09:08:56.805071+00,
282,SURIN AVE NEIGHBOURHOOD PK,A park in Singapore: SURIN AVE NEIGHBOURHOOD PK,1.35557644498448,103.88408561767399,2025-10-02 09:08:56.805071+00,
283,TAI KENG GARDENS PG,A park in Singapore: TAI KENG GARDENS PG,1.3461705316929746,103.88505458283811,2025-10-02 09:08:56.805071+00,
284,PAYA LEBAR CRESCENT OS,A park in Singapore: PAYA LEBAR CRESCENT OS,1.3489666098728343,103.8835687297887,2025-10-02 09:08:56.805071+00,
285,THRIFT DR OS,A park in Singapore: THRIFT DR OS,1.3438865600041416,103.88324732394916,2025-10-02 09:08:56.805071+00,
286,AROOZOO AVE PG,A park in Singapore: AROOZOO AVE PG,1.3551968667416656,103.88595627294951,2025-10-02 09:08:56.805071+00,
287,TAI KENG PLACE PG,A park in Singapore: TAI KENG PLACE PG,1.345041324620566,103.88484078064656,2025-10-02 09:08:56.805071+00,
288,JLN KELICHAP PG,A park in Singapore: JLN KELICHAP PG,1.346782057161644,103.88182461306774,2025-10-02 09:08:56.805071+00,
289,JLN SELASEH PG,A park in Singapore: JLN SELASEH PG,1.3856016503500974,103.87338201184058,2025-10-02 09:08:56.805071+00,
290,LILAC DR PG,A park in Singapore: LILAC DR PG,1.381151158087855,103.86114379728288,2025-10-02 09:08:56.805071+00,
291,MIMOSA RD PG,A park in Singapore: MIMOSA RD PG,1.3841919506036497,103.86304382230897,2025-10-02 09:08:56.805071+00,
292,MIMOSA WALK PG,A park in Singapore: MIMOSA WALK PG,1.3831048213251267,103.8614600654721,2025-10-02 09:08:56.805071+00,
293,MUGLISTON PK PG,A park in Singapore: MUGLISTON PK PG,1.3854458918398724,103.87790631675026,2025-10-02 09:08:56.805071+00,
294,NERAM CRESCENT PG,A park in Singapore: NERAM CRESCENT PG,1.3855886003480908,103.86574410141814,2025-10-02 09:08:56.805071+00,
295,TAMARIND RD PG,A park in Singapore: TAMARIND RD PG,1.3896991865137867,103.86020178045604,2025-10-02 09:08:56.805071+00,
296,NIM CRESCENT OS,A park in Singapore: NIM CRESCENT OS,1.3830798457367532,103.86684092302163,2025-10-02 09:08:56.805071+00,
297,BEGONIA RD PG,A park in Singapore: BEGONIA RD PG,1.387819699835976,103.8632895690186,2025-10-02 09:08:56.805071+00,
298,JLN NAUNG PG,A park in Singapore: JLN NAUNG PG,1.3695631217362907,103.89282189717285,2025-10-02 09:08:56.805071+00,
299,PARRY RD PG,A park in Singapore: PARRY RD PG,1.3660287545609888,103.87750439954596,2025-10-02 09:08:56.805071+00,
300,SARACA RD PG,A park in Singapore: SARACA RD PG,1.3866687658523218,103.8586374762825,2025-10-02 09:08:56.805071+00,
301,DEDAP PLACE PG,A park in Singapore: DEDAP PLACE PG,1.3877975742272126,103.86841336325828,2025-10-02 09:08:56.805071+00,
302,POH HUAT RD PG,A park in Singapore: POH HUAT RD PG,1.3669371159298906,103.88161112353755,2025-10-02 09:08:56.805071+00,
303,STRATTON WALK PG,A park in Singapore: STRATTON WALK PG,1.3792369849722972,103.86696717182308,2025-10-02 09:08:56.805071+00,
304,SELETAR TERRACE PG,A park in Singapore: SELETAR TERRACE PG,1.381482754028751,103.86877440484598,2025-10-02 09:08:56.805071+00,
305,ST ANNE'S WOOD PG,A park in Singapore: ST ANNE'S WOOD PG,1.3916400676753395,103.90373614980619,2025-10-02 09:08:56.805071+00,
306,PK VILLAS TERRACE PG,A park in Singapore: PK VILLAS TERRACE PG,1.368992827751172,103.87996361274367,2025-10-02 09:08:56.805071+00,
307,MIMOSA TERRACE PG,A park in Singapore: MIMOSA TERRACE PG,1.3840503584654404,103.86044968677317,2025-10-02 09:08:56.805071+00,
308,DEW GARDEN,A park in Singapore: DEW GARDEN,1.3992663452473966,103.87106539900101,2025-10-02 09:08:56.805071+00,
309,PARRY AVE INTERIM PK,A park in Singapore: PARRY AVE INTERIM PK,1.3639250471555793,103.8811344873211,2025-10-02 09:08:56.805071+00,
310,RICHARDS AVE PK,A park in Singapore: RICHARDS AVE PK,1.3609285905492048,103.8821291218715,2025-10-02 09:08:56.805071+00,
311,BUTTERFLY AVE PG,A park in Singapore: BUTTERFLY AVE PG,1.3344335664826814,103.87733653681293,2025-10-02 09:08:56.805071+00,
312,CHEMPAKA AVE PG,A park in Singapore: CHEMPAKA AVE PG,1.3318740875843238,103.87561556762392,2025-10-02 09:08:56.805071+00,
313,JLN GENENG INTERIM PK,A park in Singapore: JLN GENENG INTERIM PK,1.35333766953297,103.8808747649801,2025-10-02 09:08:56.805071+00,
314,SENGKANG RIVERSIDE PK,A park in Singapore: SENGKANG RIVERSIDE PK,1.399448212789253,103.88432517223448,2025-10-02 09:08:56.805071+00,
315,OASIS@MULBERRY PK,A park in Singapore: OASIS@MULBERRY PK,1.3328961389324478,103.87843597247893,2025-10-02 09:08:56.805071+00,
316,SIANG KUANG AVE INTERIM PK,A park in Singapore: SIANG KUANG AVE INTERIM PK,1.3298283697306559,103.87304948216776,2025-10-02 09:08:56.805071+00,
